"OID","Country or Area","Year","Description","Magnitude","Value"
"866c2...CG...","TONGA","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","23698000000"
"866c2...CG...","TONGA","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","26178000000"
"369c2M..CG...","TRINIDAD AND TOBAGO","2009","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","45492300000"
"369c25..CG...","TRINIDAD AND TOBAGO","2009","SUBSIDIES","TT DOLLARS","0"
"369c27..CG...","TRINIDAD AND TOBAGO","2009","SOCIAL BENEFITS","TT DOLLARS","0"
"369c22..CG...","TRINIDAD AND TOBAGO","2009","PURCHASES OF GOODS & SERVICES","TT DOLLARS","6001000000"
"369c28..CG...","TRINIDAD AND TOBAGO","2009","OTHER PAYMENTS","TT DOLLARS","21409900000"
"369c24..CG...","TRINIDAD AND TOBAGO","2009","INTEREST","TT DOLLARS","3521000000"
"369c26..CG...","TRINIDAD AND TOBAGO","2009","GRANTS","TT DOLLARS","0"
"369c21..CG...","TRINIDAD AND TOBAGO","2009","COMPENSATION OF EMPLOYEES","TT DOLLARS","6657300000"
"369c2...CG...","TRINIDAD AND TOBAGO","2009","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","37589200000"
"369c2M..CG...","TRINIDAD AND TOBAGO","2008","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","44328100000"
"369c25..CG...","TRINIDAD AND TOBAGO","2008","SUBSIDIES","TT DOLLARS","0"
"369c27..CG...","TRINIDAD AND TOBAGO","2008","SOCIAL BENEFITS","TT DOLLARS","0"
"369c22..CG...","TRINIDAD AND TOBAGO","2008","PURCHASES OF GOODS & SERVICES","TT DOLLARS","4889900000"
"369c28..CG...","TRINIDAD AND TOBAGO","2008","OTHER PAYMENTS","TT DOLLARS","20198500000"
"369c24..CG...","TRINIDAD AND TOBAGO","2008","INTEREST","TT DOLLARS","2966600000"
"369c26..CG...","TRINIDAD AND TOBAGO","2008","GRANTS","TT DOLLARS","0"
"369c21..CG...","TRINIDAD AND TOBAGO","2008","COMPENSATION OF EMPLOYEES","TT DOLLARS","6989000000"
"369c2...CG...","TRINIDAD AND TOBAGO","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","35044000000"
"369c2M..CG...","TRINIDAD AND TOBAGO","2007","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","37499600000"
"369c25..CG...","TRINIDAD AND TOBAGO","2007","SUBSIDIES","TT DOLLARS","0"
"369c27..CG...","TRINIDAD AND TOBAGO","2007","SOCIAL BENEFITS","TT DOLLARS","0"
"369c22..CG...","TRINIDAD AND TOBAGO","2007","PURCHASES OF GOODS & SERVICES","TT DOLLARS","4283700000"
"369c28..CG...","TRINIDAD AND TOBAGO","2007","OTHER PAYMENTS","TT DOLLARS","16602900000"
"369c24..CG...","TRINIDAD AND TOBAGO","2007","INTEREST","TT DOLLARS","2698000000"
"369c26..CG...","TRINIDAD AND TOBAGO","2007","GRANTS","TT DOLLARS","0"
"369c21..CG...","TRINIDAD AND TOBAGO","2007","COMPENSATION OF EMPLOYEES","TT DOLLARS","6221300000"
"369c2...CG...","TRINIDAD AND TOBAGO","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","29805900000"
"369c2M..CG...","TRINIDAD AND TOBAGO","2006","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","32035100000"
"369c25..CG...","TRINIDAD AND TOBAGO","2006","SUBSIDIES","TT DOLLARS","0"
"369c27..CG...","TRINIDAD AND TOBAGO","2006","SOCIAL BENEFITS","TT DOLLARS","0"
"369c22..CG...","TRINIDAD AND TOBAGO","2006","PURCHASES OF GOODS & SERVICES","TT DOLLARS","3754300000"
"369c28..CG...","TRINIDAD AND TOBAGO","2006","OTHER PAYMENTS","TT DOLLARS","15820600000"
"369c24..CG...","TRINIDAD AND TOBAGO","2006","INTEREST","TT DOLLARS","2497300000"
"369c26..CG...","TRINIDAD AND TOBAGO","2006","GRANTS","TT DOLLARS","0"
"369c21..CG...","TRINIDAD AND TOBAGO","2006","COMPENSATION OF EMPLOYEES","TT DOLLARS","5458500000"
"369c2...CG...","TRINIDAD AND TOBAGO","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","27530700000"
"369c2M..CG...","TRINIDAD AND TOBAGO","2005","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","24613700000"
"369c25..CG...","TRINIDAD AND TOBAGO","2005","SUBSIDIES","TT DOLLARS","0"
"369c27..CG...","TRINIDAD AND TOBAGO","2005","SOCIAL BENEFITS","TT DOLLARS","0"
"369c22..CG...","TRINIDAD AND TOBAGO","2005","PURCHASES OF GOODS & SERVICES","TT DOLLARS","3135900000"
"369c28..CG...","TRINIDAD AND TOBAGO","2005","OTHER PAYMENTS","TT DOLLARS","10767900000"
"369c24..CG...","TRINIDAD AND TOBAGO","2005","INTEREST","TT DOLLARS","2637500000"
"369c26..CG...","TRINIDAD AND TOBAGO","2005","GRANTS","TT DOLLARS","0"
"369c21..CG...","TRINIDAD AND TOBAGO","2005","COMPENSATION OF EMPLOYEES","TT DOLLARS","5301100000"
"369c2...CG...","TRINIDAD AND TOBAGO","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","21842400000"
"369c2M..CG...","TRINIDAD AND TOBAGO","2004","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","19107300000"
"369c25..CG...","TRINIDAD AND TOBAGO","2004","SUBSIDIES","TT DOLLARS","0"
"369c27..CG...","TRINIDAD AND TOBAGO","2004","SOCIAL BENEFITS","TT DOLLARS","0"
"369c22..CG...","TRINIDAD AND TOBAGO","2004","PURCHASES OF GOODS & SERVICES","TT DOLLARS","2374500000"
"369c28..CG...","TRINIDAD AND TOBAGO","2004","OTHER PAYMENTS","TT DOLLARS","9173800000"
"369c24..CG...","TRINIDAD AND TOBAGO","2004","INTEREST","TT DOLLARS","2364300000"
"369c26..CG...","TRINIDAD AND TOBAGO","2004","GRANTS","TT DOLLARS","0"
"369c21..CG...","TRINIDAD AND TOBAGO","2004","COMPENSATION OF EMPLOYEES","TT DOLLARS","3585900000"
"369c2...CG...","TRINIDAD AND TOBAGO","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","17498500000"
"369c2M..CG...","TRINIDAD AND TOBAGO","2003","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","14034800000"
"369c2...CG...","TRINIDAD AND TOBAGO","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","15007400000"
"369c2M..CG...","TRINIDAD AND TOBAGO","2002","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","14712400000"
"369c25..CG...","TRINIDAD AND TOBAGO","2002","SUBSIDIES","TT DOLLARS","91900000"
"369c27..CG...","TRINIDAD AND TOBAGO","2002","SOCIAL BENEFITS","TT DOLLARS","1981400000"
"369c22..CG...","TRINIDAD AND TOBAGO","2002","PURCHASES OF GOODS & SERVICES","TT DOLLARS","2004600000"
"369c28..CG...","TRINIDAD AND TOBAGO","2002","OTHER PAYMENTS","TT DOLLARS","169900000"
"369c24..CG...","TRINIDAD AND TOBAGO","2002","INTEREST","TT DOLLARS","2409000000"
"369c26..CG...","TRINIDAD AND TOBAGO","2002","GRANTS","TT DOLLARS","2061700000"
"369c21..CG...","TRINIDAD AND TOBAGO","2002","COMPENSATION OF EMPLOYEES","TT DOLLARS","5297900000"
"369c2...CG...","TRINIDAD AND TOBAGO","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","14016400000"
"369c2M..CG...","TRINIDAD AND TOBAGO","2001","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","13872100000"
"369c25..CG...","TRINIDAD AND TOBAGO","2001","SUBSIDIES","TT DOLLARS","90100000"
"369c27..CG...","TRINIDAD AND TOBAGO","2001","SOCIAL BENEFITS","TT DOLLARS","1924100000"
"369c22..CG...","TRINIDAD AND TOBAGO","2001","PURCHASES OF GOODS & SERVICES","TT DOLLARS","1952000000"
"369c28..CG...","TRINIDAD AND TOBAGO","2001","OTHER PAYMENTS","TT DOLLARS","171300000"
"369c24..CG...","TRINIDAD AND TOBAGO","2001","INTEREST","TT DOLLARS","2382700000"
"369c26..CG...","TRINIDAD AND TOBAGO","2001","GRANTS","TT DOLLARS","1797600000"
"369c21..CG...","TRINIDAD AND TOBAGO","2001","COMPENSATION OF EMPLOYEES","TT DOLLARS","4807800000"
"369c2...CG...","TRINIDAD AND TOBAGO","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","13125600000"
"369c2M..CG...","TRINIDAD AND TOBAGO","1995","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","8917900000"
"369c25..CG...","TRINIDAD AND TOBAGO","1995","SUBSIDIES","TT DOLLARS","56100000"
"369c27..CG...","TRINIDAD AND TOBAGO","1995","SOCIAL BENEFITS","TT DOLLARS","1754400000"
"369c22..CG...","TRINIDAD AND TOBAGO","1995","PURCHASES OF GOODS & SERVICES","TT DOLLARS","1620500000"
"369c28..CG...","TRINIDAD AND TOBAGO","1995","OTHER PAYMENTS","TT DOLLARS","0"
"369c24..CG...","TRINIDAD AND TOBAGO","1995","INTEREST","TT DOLLARS","1576900000"
"369c26..CG...","TRINIDAD AND TOBAGO","1995","GRANTS","TT DOLLARS","87600000"
"369c21..CG...","TRINIDAD AND TOBAGO","1995","COMPENSATION OF EMPLOYEES","TT DOLLARS","2918500000"
"369c2...CG...","TRINIDAD AND TOBAGO","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","8014000000"
"369c2M..CG...","TRINIDAD AND TOBAGO","1994","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","7826900000"
"369c25..CG...","TRINIDAD AND TOBAGO","1994","SUBSIDIES","TT DOLLARS","61000000"
"369c27..CG...","TRINIDAD AND TOBAGO","1994","SOCIAL BENEFITS","TT DOLLARS","1496100000"
"369c22..CG...","TRINIDAD AND TOBAGO","1994","PURCHASES OF GOODS & SERVICES","TT DOLLARS","1278600000"
"369c28..CG...","TRINIDAD AND TOBAGO","1994","OTHER PAYMENTS","TT DOLLARS","0"
"369c24..CG...","TRINIDAD AND TOBAGO","1994","INTEREST","TT DOLLARS","1576900000"
"369c26..CG...","TRINIDAD AND TOBAGO","1994","GRANTS","TT DOLLARS","68200000"
"369c21..CG...","TRINIDAD AND TOBAGO","1994","COMPENSATION OF EMPLOYEES","TT DOLLARS","2824000000"
"369c2...CG...","TRINIDAD AND TOBAGO","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","7304800000"
"369c2M..CG...","TRINIDAD AND TOBAGO","1993","TOTAL CASH EXPENDITURE [2+31]","TT DOLLARS","7193600000"
"369c25..CG...","TRINIDAD AND TOBAGO","1993","SUBSIDIES","TT DOLLARS","33700000"
"369c27..CG...","TRINIDAD AND TOBAGO","1993","SOCIAL BENEFITS","TT DOLLARS","1257100000"
"369c22..CG...","TRINIDAD AND TOBAGO","1993","PURCHASES OF GOODS & SERVICES","TT DOLLARS","946600000"
"369c28..CG...","TRINIDAD AND TOBAGO","1993","OTHER PAYMENTS","TT DOLLARS","95400000"
"369c24..CG...","TRINIDAD AND TOBAGO","1993","INTEREST","TT DOLLARS","1450900000"
"369c26..CG...","TRINIDAD AND TOBAGO","1993","GRANTS","TT DOLLARS","32300000"
"369c21..CG...","TRINIDAD AND TOBAGO","1993","COMPENSATION OF EMPLOYEES","TT DOLLARS","2869600000"
"369c2...CG...","TRINIDAD AND TOBAGO","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","6685600000"
"369c2...CG...","TRINIDAD AND TOBAGO","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","5854900000"
"369c2...CG...","TRINIDAD AND TOBAGO","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","6060600000"
"369c2...CG...","TRINIDAD AND TOBAGO","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","6386800000"
"369c2...CG...","TRINIDAD AND TOBAGO","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","6569700000"
"369c2...CG...","TRINIDAD AND TOBAGO","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","7684100000"
"369c2...CG...","TRINIDAD AND TOBAGO","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","8276000000"
"369c2...CG...","TRINIDAD AND TOBAGO","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","8779600000"
"369c2...CG...","TRINIDAD AND TOBAGO","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","526300000"
"369c2...CG...","TRINIDAD AND TOBAGO","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","280400000"
"369c2...CG...","TRINIDAD AND TOBAGO","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","309200000"
"369c2...CG...","TRINIDAD AND TOBAGO","1968","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","290300000"
"369c2...CG...","TRINIDAD AND TOBAGO","1967","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","261100000"
"369c2...CG...","TRINIDAD AND TOBAGO","1966","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","260600000"
"369c2...CG...","TRINIDAD AND TOBAGO","1965","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","242200000"
"369c2...CG...","TRINIDAD AND TOBAGO","1964","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","238800000"
"369c2...CG...","TRINIDAD AND TOBAGO","1963","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","221600000"
"369c2...CG...","TRINIDAD AND TOBAGO","1962","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","211200000"
"369c2...CG...","TRINIDAD AND TOBAGO","1961","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","195900000"
"369c2...CG...","TRINIDAD AND TOBAGO","1960","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","168900000"
"369c2...CG...","TRINIDAD AND TOBAGO","1959","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","142300000"
"369c2...CG...","TRINIDAD AND TOBAGO","1958","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","127400000"
"369c2...CG...","TRINIDAD AND TOBAGO","1957","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","102100000"
"369c2...CG...","TRINIDAD AND TOBAGO","1956","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","95900000"
"369c2...CG...","TRINIDAD AND TOBAGO","1955","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","88600000"
"369c2...CG...","TRINIDAD AND TOBAGO","1954","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","82800000"
"369c2...CG...","TRINIDAD AND TOBAGO","1953","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","71800000"
"369c2...CG...","TRINIDAD AND TOBAGO","1952","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","63500000"
"369c2...CG...","TRINIDAD AND TOBAGO","1951","CASH PAYMENTS FOR OPERATING ACTIVITI","TT DOLLARS","59900000"
"744c2M..BA...","TUNISIA","2008","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","13084500000"
"744c25..BA...","TUNISIA","2008","SUBSIDIES","TUNISIAN DINARS","2712700000"
"744c27..BA...","TUNISIA","2008","SOCIAL BENEFITS","TUNISIAN DINARS","0"
"744c22..BA...","TUNISIA","2008","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","881400000"
"744c28..BA...","TUNISIA","2008","OTHER PAYMENTS","TUNISIAN DINARS","1643700000"
"744c24..BA...","TUNISIA","2008","INTEREST","TUNISIAN DINARS","1142500000"
"744c26..BA...","TUNISIA","2008","GRANTS","TUNISIAN DINARS","0"
"744c21..BA...","TUNISIA","2008","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","5165300000"
"744c2...BA...","TUNISIA","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","11545600000"
"744c2M..BA...","TUNISIA","2007","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","11324800000"
"744c25..BA...","TUNISIA","2007","SUBSIDIES","TUNISIAN DINARS","1846500000"
"744c27..BA...","TUNISIA","2007","SOCIAL BENEFITS","TUNISIAN DINARS","0"
"744c22..BA...","TUNISIA","2007","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","790100000"
"744c28..BA...","TUNISIA","2007","OTHER PAYMENTS","TUNISIAN DINARS","1263600000"
"744c24..BA...","TUNISIA","2007","INTEREST","TUNISIAN DINARS","1181900000"
"744c26..BA...","TUNISIA","2007","GRANTS","TUNISIAN DINARS","0"
"744c21..BA...","TUNISIA","2007","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","4831100000"
"744c2...BA...","TUNISIA","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","9913200000"
"744c2M..BA...","TUNISIA","2006","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","10408700000"
"744c25..BA...","TUNISIA","2006","SUBSIDIES","TUNISIAN DINARS","1494100000"
"744c27..BA...","TUNISIA","2006","SOCIAL BENEFITS","TUNISIAN DINARS","0"
"744c22..BA...","TUNISIA","2006","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","744000000"
"744c28..BA...","TUNISIA","2006","OTHER PAYMENTS","TUNISIAN DINARS","1126800000"
"744c24..BA...","TUNISIA","2006","INTEREST","TUNISIAN DINARS","1129800000"
"744c26..BA...","TUNISIA","2006","GRANTS","TUNISIAN DINARS","0"
"744c21..BA...","TUNISIA","2006","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","4501800000"
"744c2...BA...","TUNISIA","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","8996500000"
"744c2M..BA...","TUNISIA","2005","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","9686100000"
"744c25..BA...","TUNISIA","2005","SUBSIDIES","TUNISIAN DINARS","1309300000"
"744c27..BA...","TUNISIA","2005","SOCIAL BENEFITS","TUNISIAN DINARS","0"
"744c22..BA...","TUNISIA","2005","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","712600000"
"744c28..BA...","TUNISIA","2005","OTHER PAYMENTS","TUNISIAN DINARS","1150200000"
"744c24..BA...","TUNISIA","2005","INTEREST","TUNISIAN DINARS","1062100000"
"744c26..BA...","TUNISIA","2005","GRANTS","TUNISIAN DINARS","0"
"744c21..BA...","TUNISIA","2005","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","4192600000"
"744c2...BA...","TUNISIA","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","8426800000"
"744c2M..BA...","TUNISIA","2004","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","9041000000"
"744c25..BA...","TUNISIA","2004","SUBSIDIES","TUNISIAN DINARS","1021000000"
"744c27..BA...","TUNISIA","2004","SOCIAL BENEFITS","TUNISIAN DINARS","0"
"744c22..BA...","TUNISIA","2004","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","699500000"
"744c28..BA...","TUNISIA","2004","OTHER PAYMENTS","TUNISIAN DINARS","1082000000"
"744c24..BA...","TUNISIA","2004","INTEREST","TUNISIAN DINARS","989000000"
"744c26..BA...","TUNISIA","2004","GRANTS","TUNISIAN DINARS","0"
"744c21..BA...","TUNISIA","2004","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","3902700000"
"744c2...BA...","TUNISIA","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","7694200000"
"744c2M..BA...","TUNISIA","2003","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","8290500000"
"744c22..BA...","TUNISIA","2003","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","657600000"
"744c24..BA...","TUNISIA","2003","INTEREST","TUNISIAN DINARS","904300000"
"744c21..BA...","TUNISIA","2003","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","3651400000"
"744c2...BA...","TUNISIA","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","6955600000"
"744c2M..BA...","TUNISIA","2002","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","7945100000"
"744c22..BA...","TUNISIA","2002","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","627500000"
"744c24..BA...","TUNISIA","2002","INTEREST","TUNISIAN DINARS","915100000"
"744c21..BA...","TUNISIA","2002","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","3384000000"
"744c2...BA...","TUNISIA","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","6623500000"
"744c2M..BA...","TUNISIA","2001","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","7607700000"
"744c22..BA...","TUNISIA","2001","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","623000000"
"744c24..BA...","TUNISIA","2001","INTEREST","TUNISIAN DINARS","885000000"
"744c21..BA...","TUNISIA","2001","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","3132000000"
"744c2...BA...","TUNISIA","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","6270700000"
"744c2M..BA...","TUNISIA","2000","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","7062100000"
"744c22..BA...","TUNISIA","2000","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","605900000"
"744c24..BA...","TUNISIA","2000","INTEREST","TUNISIAN DINARS","887800000"
"744c21..BA...","TUNISIA","2000","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","2879700000"
"744c2...BA...","TUNISIA","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","5901500000"
"744c2M..BA...","TUNISIA","1999","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","6174000000"
"744c25..BA...","TUNISIA","1999","SUBSIDIES","TUNISIAN DINARS","44600000"
"744c27..BA...","TUNISIA","1999","SOCIAL BENEFITS","TUNISIAN DINARS","457800000"
"744c22..BA...","TUNISIA","1999","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","372800000"
"744c28..BA...","TUNISIA","1999","OTHER PAYMENTS","TUNISIAN DINARS","342800000"
"744c24..BA...","TUNISIA","1999","INTEREST","TUNISIAN DINARS","838500000"
"744c26..BA...","TUNISIA","1999","GRANTS","TUNISIAN DINARS","751700000"
"744c21..BA...","TUNISIA","1999","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","2690000000"
"744c2...BA...","TUNISIA","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","5498200000"
"744c2M..BA...","TUNISIA","1998","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","5248500000"
"744c25..BA...","TUNISIA","1998","SUBSIDIES","TUNISIAN DINARS","36500000"
"744c27..BA...","TUNISIA","1998","SOCIAL BENEFITS","TUNISIAN DINARS","523200000"
"744c22..BA...","TUNISIA","1998","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","358800000"
"744c28..BA...","TUNISIA","1998","OTHER PAYMENTS","TUNISIAN DINARS","174400000"
"744c24..BA...","TUNISIA","1998","INTEREST","TUNISIAN DINARS","770000000"
"744c26..BA...","TUNISIA","1998","GRANTS","TUNISIAN DINARS","683600000"
"744c21..BA...","TUNISIA","1998","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","2491600000"
"744c2...BA...","TUNISIA","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","5038100000"
"744c2M..BA...","TUNISIA","1997","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","5325500000"
"744c25..BA...","TUNISIA","1997","SUBSIDIES","TUNISIAN DINARS","28100000"
"744c27..BA...","TUNISIA","1997","SOCIAL BENEFITS","TUNISIAN DINARS","518200000"
"744c22..BA...","TUNISIA","1997","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","334200000"
"744c28..BA...","TUNISIA","1997","OTHER PAYMENTS","TUNISIAN DINARS","130900000"
"744c24..BA...","TUNISIA","1997","INTEREST","TUNISIAN DINARS","788700000"
"744c26..BA...","TUNISIA","1997","GRANTS","TUNISIAN DINARS","654800000"
"744c21..BA...","TUNISIA","1997","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","2282600000"
"744c2...BA...","TUNISIA","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","4737500000"
"744c2M..BA...","TUNISIA","1996","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","4903300000"
"744c25..BA...","TUNISIA","1996","SUBSIDIES","TUNISIAN DINARS","39600000"
"744c27..BA...","TUNISIA","1996","SOCIAL BENEFITS","TUNISIAN DINARS","362500000"
"744c22..BA...","TUNISIA","1996","PURCHASES OF GOODS & SERVICES","TUNISIAN DINARS","339200000"
"744c28..BA...","TUNISIA","1996","OTHER PAYMENTS","TUNISIAN DINARS","362300000"
"744c24..BA...","TUNISIA","1996","INTEREST","TUNISIAN DINARS","754700000"
"744c26..BA...","TUNISIA","1996","GRANTS","TUNISIAN DINARS","527300000"
"744c21..BA...","TUNISIA","1996","COMPENSATION OF EMPLOYEES","TUNISIAN DINARS","1919800000"
"744c2...BA...","TUNISIA","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","TUNISIAN DINARS","4305400000"
"744c2M..BA...","TUNISIA","1995","TOTAL CASH EXPENDITURE [2+31]","TUNISIAN DINARS","4600100000"
"744c25..BA...","TUNISIA","1995","SUBSIDIES","TUNISIAN DINARS","54700000"
"744c27..BA...","TUNISIA","1995","SOCIAL BENEFITS","TUNISIAN DINARS","410400000"
