"OID","Country or Area","Year","Description","Magnitude","Value"
"734c2...BA...","SWAZILAND","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","304530000"
"734c2...BA...","SWAZILAND","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","270070000"
"734c2...BA...","SWAZILAND","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","225090000"
"734c2...BA...","SWAZILAND","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","205120000"
"734c2...BA...","SWAZILAND","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","200890000"
"734c2...BA...","SWAZILAND","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","185010000"
"734c2...BA...","SWAZILAND","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","128900000"
"734c2...BA...","SWAZILAND","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","130180000"
"734c2...BA...","SWAZILAND","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","145250000"
"734c2...BA...","SWAZILAND","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","89730000"
"734c2...BA...","SWAZILAND","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","63140000"
"734c2...BA...","SWAZILAND","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","52630000"
"734c2...BA...","SWAZILAND","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","44650000"
"734c2...BA...","SWAZILAND","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","39340000"
"734c2...BA...","SWAZILAND","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","25980000"
"734c2...BA...","SWAZILAND","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","EMALANGENI","19490000"
"144c2...BA...","SWEDEN","2009","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","885678000000"
"144c2...BA...","SWEDEN","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","766082000000"
"144c2...BA...","SWEDEN","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","760198000000"
"144c2...BA...","SWEDEN","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","790560000000"
"144c2...BA...","SWEDEN","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","729350000000"
"144c2...BA...","SWEDEN","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","748010000000"
"144c2...BA...","SWEDEN","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","708090000000"
"144c2...BA...","SWEDEN","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","729340000000"
"144c2...BA...","SWEDEN","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","674160000000"
"144c2...BA...","SWEDEN","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","661080000000"
"144c2...BA...","SWEDEN","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","699490000000"
"144c2...BA...","SWEDEN","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","665596000000"
"144c2...BA...","SWEDEN","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","658502000000"
"144c2...BA...","SWEDEN","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","618769000000"
"144c2...BA...","SWEDEN","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","552686000000"
"144c2...BA...","SWEDEN","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","151680000000"
"144c2...BA...","SWEDEN","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","130870000000"
"144c2...BA...","SWEDEN","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","119450000000"
"144c2...BA...","SWEDEN","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","103860000000"
"144c2...BA...","SWEDEN","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","87570000000"
"144c2...BA...","SWEDEN","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","74840000000"
"144c2...BA...","SWEDEN","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","61700000000"
"144c2...BA...","SWEDEN","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","56560000000"
"144c2...BA...","SWEDEN","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","49570000000"
"144c2...BA...","SWEDEN","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","44900000000"
"144c2...BA...","SWEDEN","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","40560000000"
"144c2...BA...","SWEDEN","1968","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","35680000000"
"144c2...BA...","SWEDEN","1967","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","33520000000"
"144c2...BA...","SWEDEN","1966","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","30170000000"
"144c2...BA...","SWEDEN","1965","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","26480000000"
"144c2...BA...","SWEDEN","1964","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","22090000000"
"144c2...BA...","SWEDEN","1963","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","19890000000"
"144c2...BA...","SWEDEN","1962","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","18390000000"
"144c2...BA...","SWEDEN","1961","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","16760000000"
"144c2...BA...","SWEDEN","1960","CASH PAYMENTS FOR OPERATING ACTIVITI","SWEDISH KRONOR","15580000000"
"146c2...BA...","SWITZERLAND","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","51342000000"
"146c2...BA...","SWITZERLAND","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","45010000000"
"146c2...BA...","SWITZERLAND","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","44551000000"
"146c2...BA...","SWITZERLAND","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","45014000000"
"146c2...BA...","SWITZERLAND","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","43209000000"
"146c2...BA...","SWITZERLAND","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","39526000000"
"146c2...BA...","SWITZERLAND","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","41651000000"
"146c2...BA...","SWITZERLAND","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","40211000000"
"146c2...BA...","SWITZERLAND","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","40141000000"
"146c2...BA...","SWITZERLAND","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","38996000000"
"146c2...BA...","SWITZERLAND","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","39612000000"
"146c2...BA...","SWITZERLAND","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","39683000000"
"146c2...BA...","SWITZERLAND","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","37343000000"
"146c2...BA...","SWITZERLAND","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","38195000000"
"146c2...BA...","SWITZERLAND","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","37910000000"
"146c2...BA...","SWITZERLAND","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","34792000000"
"146c2...BA...","SWITZERLAND","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","33544000000"
"146c2...BA...","SWITZERLAND","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","29109000000"
"146c2...BA...","SWITZERLAND","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","26270000000"
"146c2...BA...","SWITZERLAND","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","25086000000"
"146c2...BA...","SWITZERLAND","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","22626000000"
"146c2...BA...","SWITZERLAND","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","21975000000"
"146c2...BA...","SWITZERLAND","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","21885000000"
"146c2...BA...","SWITZERLAND","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","20523000000"
"146c2...BA...","SWITZERLAND","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","19198000000"
"146c2...BA...","SWITZERLAND","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","17956000000"
"146c2...BA...","SWITZERLAND","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","17430000000"
"146c2...BA...","SWITZERLAND","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","16532000000"
"146c2...BA...","SWITZERLAND","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","16007000000"
"146c2...BA...","SWITZERLAND","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","15143000000"
"146c2...BA...","SWITZERLAND","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","14250000000"
"146c2...BA...","SWITZERLAND","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","15158000000"
"146c2...BA...","SWITZERLAND","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","13365000000"
"146c2...BA...","SWITZERLAND","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","12719000000"
"146c2...BA...","SWITZERLAND","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","11536000000"
"146c2...BA...","SWITZERLAND","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","10114000000"
"146c2...BA...","SWITZERLAND","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","8872000000"
"146c2...BA...","SWITZERLAND","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","7366000000"
"146c2...BA...","SWITZERLAND","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","7053000000"
"146c2...BA...","SWITZERLAND","1968","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","6304000000"
"146c2...BA...","SWITZERLAND","1967","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","5761000000"
"146c2...BA...","SWITZERLAND","1966","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","5717000000"
"146c2...BA...","SWITZERLAND","1965","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","5075000000"
"146c2...BA...","SWITZERLAND","1964","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","4632000000"
"146c2...BA...","SWITZERLAND","1963","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","4079000000"
"146c2...BA...","SWITZERLAND","1962","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","3717000000"
"146c2...BA...","SWITZERLAND","1961","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","3142000000"
"146c2...BA...","SWITZERLAND","1960","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","2489000000"
"146c2...BA...","SWITZERLAND","1959","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","2546000000"
"146c2...BA...","SWITZERLAND","1958","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","2799000000"
"146c2...BA...","SWITZERLAND","1957","CASH PAYMENTS FOR OPERATING ACTIVITI","SWISS FRANCS","2218000000"
"738c2M..BA...","TANZANIA","2009","TOTAL CASH EXPENDITURE [2+31]","TANZANIA SHILLIN","6811830000000"
"738c2...BA...","TANZANIA","2009","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","6811830000000"
"738c2M..BA...","TANZANIA","2008","TOTAL CASH EXPENDITURE [2+31]","TANZANIA SHILLIN","5209000000000"
"738c2...BA...","TANZANIA","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","5209000000000"
"738c2...BA...","TANZANIA","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","4473970000000"
"738c2...BA...","TANZANIA","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","3914910000000"
"738c2...BA...","TANZANIA","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","3275560000000"
"738c2...BA...","TANZANIA","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","2521880000000"
"738c2...BA...","TANZANIA","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","1843200000000"
"738c2...BA...","TANZANIA","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","1441670000000"
"738c2...BA...","TANZANIA","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","1311930000000"
"738c2...BA...","TANZANIA","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","1168780000000"
"738c2...BA...","TANZANIA","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","816706000000"
"738c2...BA...","TANZANIA","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","730338000000"
"738c2...BA...","TANZANIA","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","515390000000"
"738c2...BA...","TANZANIA","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","398024000000"
"738c2...BA...","TANZANIA","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","374962000000"
"738c2...BA...","TANZANIA","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","263413000000"
"738c2...BA...","TANZANIA","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","161474000000"
"738c2...BA...","TANZANIA","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","207292000000"
"738c2...BA...","TANZANIA","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","140871000000"
"738c2...BA...","TANZANIA","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","106098000000"
"738c2...BA...","TANZANIA","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","75297000000"
"738c2...BA...","TANZANIA","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","47871000000"
"738c2...BA...","TANZANIA","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","31710000000"
"738c2...BA...","TANZANIA","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","28509000000"
"738c2...BA...","TANZANIA","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","20409000000"
"738c2...BA...","TANZANIA","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","18993000000"
"738c2...BA...","TANZANIA","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","17387000000"
"738c2...BA...","TANZANIA","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","14755200000"
"738c2...BA...","TANZANIA","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","14008000000"
"738c2...BA...","TANZANIA","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","12080700000"
"738c2...BA...","TANZANIA","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","9740500000"
"738c2...BA...","TANZANIA","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","6377300000"
"738c2...BA...","TANZANIA","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","6336400000"
"738c2...BA...","TANZANIA","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","6186200000"
"738c2...BA...","TANZANIA","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","4249300000"
"738c2...BA...","TANZANIA","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","2938300000"
"738c2...BA...","TANZANIA","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","2447800000"
"738c2...BA...","TANZANIA","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","2382500000"
"738c2...BA...","TANZANIA","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","1975600000"
"738c2...BA...","TANZANIA","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","1675600000"
"738c2...BA...","TANZANIA","1968","CASH PAYMENTS FOR OPERATING ACTIVITI","TANZANIA SHILLIN","1443100000"
"578c2...CG...","THAILAND","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","926294000000"
"578c2...CG...","THAILAND","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","964081000000"
"578c2...CG...","THAILAND","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","873865000000"
"578c2...CG...","THAILAND","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","859888000000"
"578c2...CG...","THAILAND","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","821535000000"
"578c2...CG...","THAILAND","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","835283000000"
"578c2...CG...","THAILAND","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","888482000000"
"578c2...CG...","THAILAND","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","750200000000"
"578c2...CG...","THAILAND","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","643283000000"
"578c2...CG...","THAILAND","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","581971000000"
"578c2...CG...","THAILAND","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","493882000000"
"578c2...CG...","THAILAND","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","418813000000"
"578c2...CG...","THAILAND","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","343596000000"
"578c2...CG...","THAILAND","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","290808000000"
"578c2...CG...","THAILAND","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","246443000000"
"578c2...CG...","THAILAND","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","220274000000"
"578c2...CG...","THAILAND","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","207070000000"
"578c2...CG...","THAILAND","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","203665000000"
"578c2...CG...","THAILAND","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","196346000000"
"578c2...CG...","THAILAND","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","177207000000"
"578c2...CG...","THAILAND","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","164502000000"
"578c2...CG...","THAILAND","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","152365000000"
"578c2...CG...","THAILAND","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","129902000000"
"578c2...CG...","THAILAND","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","114616000000"
"578c2...CG...","THAILAND","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","88516000000"
"578c2...CG...","THAILAND","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","75176000000"
"578c2...CG...","THAILAND","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","64175000000"
"578c2...CG...","THAILAND","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","54736000000"
"578c2...CG...","THAILAND","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","44610000000"
"578c2...CG...","THAILAND","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","34513000000"
"578c2...CG...","THAILAND","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","32397000000"
"578c2...CG...","THAILAND","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","27811000000"
"578c2...CG...","THAILAND","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","26620000000"
"578c2...CG...","THAILAND","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","23895000000"
"578c2...CG...","THAILAND","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","21571000000"
"578c2...CG...","THAILAND","1968","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","19851000000"
"578c2...CG...","THAILAND","1967","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","16715000000"
"578c2...CG...","THAILAND","1966","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","13680000000"
"578c2...CG...","THAILAND","1965","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","11945000000"
"578c2...CG...","THAILAND","1964","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","10403000000"
"578c2...CG...","THAILAND","1963","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","9221000000"
"578c2...CG...","THAILAND","1962","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","8173000000"
"578c2...CG...","THAILAND","1961","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","7578000000"
"578c2...CG...","THAILAND","1960","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","7042000000"
"578c2...CG...","THAILAND","1958","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","6038000000"
"578c2...CG...","THAILAND","1957","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","5606000000"
"578c2...CG...","THAILAND","1956","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","5749000000"
"578c2...CG...","THAILAND","1955","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","5014000000"
"578c2...CG...","THAILAND","1954","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","5860000000"
"578c2...CG...","THAILAND","1953","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","5968000000"
"578c2...CG...","THAILAND","1952","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","4374000000"
"578c2...CG...","THAILAND","1951","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","3359000000"
"578c2...CG...","THAILAND","1950","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","2566000000"
"578c2...CG...","THAILAND","1949","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","2171000000"
"578c2...CG...","THAILAND","1948","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHT","1662000000"
"742c2...CG...","TOGO","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","164400000"
"742c2...CG...","TOGO","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","168900000"
"742c2...CG...","TOGO","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","188300000"
"742c2...CG...","TOGO","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","157400000"
"742c2...CG...","TOGO","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","150700000"
"742c2...CG...","TOGO","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","144200000"
"742c2...CG...","TOGO","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","136000000"
"742c2...CG...","TOGO","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","92000000"
"742c2...CG...","TOGO","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","98800000"
"742c2...CG...","TOGO","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","112800000"
"742c2...CG...","TOGO","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","127700000"
"742c2...CG...","TOGO","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","124100000"
"742c2...CG...","TOGO","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","117254000000"
"742c2...CG...","TOGO","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","137124000000"
"742c2...CG...","TOGO","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","122702000000"
"742c2...CG...","TOGO","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","110566000000"
"742c2...CG...","TOGO","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","91528000000"
"742c2...CG...","TOGO","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","86443000000"
"742c2...CG...","TOGO","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","85712000000"
"742c2...CG...","TOGO","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","77585000000"
"742c2...CG...","TOGO","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","87950000000"
"742c2...CG...","TOGO","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","115482000000"
"742c2...CG...","TOGO","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","CFA FRANCS","86244000000"
"866c2...CG...","TONGA","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","99175000000"
"866c2...CG...","TONGA","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","68862000000"
"866c2...CG...","TONGA","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","54150000000"
"866c2...CG...","TONGA","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","43985000000"
"866c2...CG...","TONGA","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","42425000000"
"866c2...CG...","TONGA","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","37923000000"
"866c2...CG...","TONGA","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","37983000000"
"866c2...CG...","TONGA","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","PA'ANGA","26239000000"
